Год отчета,ID Студента,ФИО студента,Факультет,Курс,Статус,Год зачисления,Предмет,Оценка,ФИО преподавателя
2025,4a011a05,Галина Степановна Гуляева,Юридический факультет,1,Обучается,2025,Криминалистика,4,Михеев Светозар Устинович
2025,4a011a05,Галина Степановна Гуляева,Юридический факультет,1,Обучается,2025,Уголовное право,5,Панкратий Валерьевич Кудряшов
2025,4a011a05,Галина Степановна Гуляева,Юридический факультет,1,Обучается,2025,Гражданское право,4,Алина Геннадьевна Шилова
2025,4a011a05,Галина Степановна Гуляева,Юридический факультет,1,Обучается,2025,Теория государства и права,5,Марфа Афанасьевна Захарова
2025,8342af9a,Носкова Анастасия Олеговна,Экономический факультет,1,Обучается,2025,Микроэкономика,5,Всеслав Терентьевич Пахомов
2025,8342af9a,Носкова Анастасия Олеговна,Экономический факультет,1,Обучается,2025,Финансы,4,София Павловна Сорокина
2025,3b291386,Матвеева Анна Степановна,Экономический факультет,1,Обучается,2025,Микроэкономика,5,Колесникова Александра Феликсовна
2025,3b291386,Матвеева Анна Степановна,Экономический факультет,1,Обучается,2025,Финансы,3,София Павловна Сорокина
2025,45c71dd6,Кондрат Валерьевич Максимов,Экономический факультет,1,Обучается,2025,Микроэкономика,5,Белозерова Василиса Геннадиевна
2025,45c71dd6,Кондрат Валерьевич Максимов,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,4,Марфа Афанасьевна Захарова
2025,45c71dd6,Кондрат Валерьевич Максимов,Экономический факультет,1,Обучается,2025,Налоги,3,Акулина Мироновна Гурьева
2025,45c71dd6,Кондрат Валерьевич Максимов,Экономический факультет,1,Обучается,2025,Макроэкономика,5,Марфа Афанасьевна Захарова
2025,45c71dd6,Кондрат Валерьевич Максимов,Экономический факультет,1,Обучается,2025,Финансы,4,Максим Демидович Давыдов
2025,de4f0e87,Валентин Бориславович Белов,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,2,Антонова Варвара Алексеевна
2025,de4f0e87,Валентин Бориславович Белов,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,3,Жанна Матвеевна Авдеева
2025,de4f0e87,Валентин Бориславович Белов,Факультет информационных технологий,1,Обучается,2025,Базы данных,4,София Святославовна Горшкова
2025,b2f201ee,Бронислав Васильевич Титов,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,4,Евфросиния Оскаровна Игнатова
2025,b2f201ee,Бронислав Васильевич Титов,Факультет информационных технологий,1,Обучается,2025,Базы данных,5,Ангелина Харитоновна Боброва
2025,b2f201ee,Бронислав Васильевич Титов,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,3,Муравьева Ия Геннадьевна
2025,b2f201ee,Бронислав Васильевич Титов,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,5,Муравьева Ия Геннадьевна
2025,ef0ebf91,Фотий Гертрудович Рыбаков,Медицинский факультет,1,Обучается,2025,Биохимия,4,Жуков Пимен Анисимович
2025,ef0ebf91,Фотий Гертрудович Рыбаков,Медицинский факультет,1,Обучается,2025,Латинский язык,3,Любомир Игнатьевич Беспалов
2025,ef0ebf91,Фотий Гертрудович Рыбаков,Медицинский факультет,1,Обучается,2025,Анатомия,4,Ия Николаевна Белозерова
2025,0ebbddfc,Рябов Герман Владиславович,Юридический факультет,1,Обучается,2025,Криминалистика,5,Кудряшова Анна Валентиновна
2025,0ebbddfc,Рябов Герман Владиславович,Юридический факультет,1,Обучается,2025,Уголовное право,3,Октябрина Валериевна Дмитриева
2025,0ebbddfc,Рябов Герман Владиславович,Юридический факультет,1,Обучается,2025,Гражданское право,3,Всеслав Терентьевич Пахомов
2025,0ebbddfc,Рябов Герман Владиславович,Юридический факультет,1,Обучается,2025,Теория государства и права,4,Ефимова Регина Руслановна
2025,3e1c9673,Раиса Николаевна Филатова,Факультет информационных технологий,1,Обучается,2025,Базы данных,4,Жанна Матвеевна Авдеева
2025,3e1c9673,Раиса Николаевна Филатова,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,5,Зуева Анастасия Ефимовна
2025,3e1c9673,Раиса Николаевна Филатова,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,5,Поляков Модест Эдгарович
2025,3e1c9673,Раиса Николаевна Филатова,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,3,Максим Демидович Давыдов
2025,3e1c9673,Раиса Николаевна Филатова,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,5,Поляков Модест Эдгарович
2025,7001808a,Сергеева Ангелина Валентиновна,Медицинский факультет,1,Обучается,2025,Латинский язык,5,Поляков Модест Эдгарович
2025,7001808a,Сергеева Ангелина Валентиновна,Медицинский факультет,1,Обучается,2025,Фармакология,3,Виноградова Кира Михайловна
2025,7001808a,Сергеева Ангелина Валентиновна,Медицинский факультет,1,Обучается,2025,Анатомия,3,Зуева Анастасия Ефимовна
2025,7001808a,Сергеева Ангелина Валентиновна,Медицинский факультет,1,Обучается,2025,Биохимия,3,Кир Васильевич Кулагин
2025,7001808a,Сергеева Ангелина Валентиновна,Медицинский факультет,1,Обучается,2025,Хирургия,5,Колесникова Александра Феликсовна
2025,65247f36,Назарова Жанна Робертовна,Юридический факультет,1,Обучается,2025,Криминалистика,4,Кудряшова Анна Валентиновна
2025,65247f36,Назарова Жанна Робертовна,Юридический факультет,1,Обучается,2025,Уголовное право,4,Всеслав Терентьевич Пахомов
2025,65247f36,Назарова Жанна Робертовна,Юридический факультет,1,Обучается,2025,Гражданское право,3,Зуева Анастасия Ефимовна
2025,65247f36,Назарова Жанна Робертовна,Юридический факультет,1,Обучается,2025,Теория государства и права,5,Кузнецова Елена Ильинична
2025,32c96e44,Карпова Анна Вячеславовна,Юридический факультет,1,Обучается,2025,Криминалистика,3,Ангелина Харитоновна Боброва
2025,32c96e44,Карпова Анна Вячеславовна,Юридический факультет,1,Обучается,2025,Теория государства и права,4,Афанасьева Дарья Рубеновна
2025,32c96e44,Карпова Анна Вячеславовна,Юридический факультет,1,Обучается,2025,Уголовное право,5,Всеслав Терентьевич Пахомов
2025,a6ef4b81,Ювеналий Устинович Александров,Медицинский факультет,1,Обучается,2025,Хирургия,5,Соколова Агата Леонидовна
2025,a6ef4b81,Ювеналий Устинович Александров,Медицинский факультет,1,Обучается,2025,Биохимия,3,Евфросиния Оскаровна Игнатова
2025,a6ef4b81,Ювеналий Устинович Александров,Медицинский факультет,1,Обучается,2025,Фармакология,4,Кир Васильевич Кулагин
2025,a6ef4b81,Ювеналий Устинович Александров,Медицинский факультет,1,Обучается,2025,Латинский язык,4,Олег Захарьевич Григорьев
2025,a6ef4b81,Ювеналий Устинович Александров,Медицинский факультет,1,Обучается,2025,Анатомия,5,Зуева Анастасия Ефимовна
2025,9e14706f,Ангелина Вадимовна Гришина,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,4,Любомир Игнатьевич Беспалов
2025,9e14706f,Ангелина Вадимовна Гришина,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,4,Всеслав Терентьевич Пахомов
2025,9e14706f,Ангелина Вадимовна Гришина,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,5,Аполлон Геннадиевич Лапин
2025,d4060873,Нина Артемовна Ефимова,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,3,Любомир Игнатьевич Беспалов
2025,d4060873,Нина Артемовна Ефимова,Экономический факультет,1,Обучается,2025,Макроэкономика,3,Аполлон Геннадиевич Лапин
2025,d4060873,Нина Артемовна Ефимова,Экономический факультет,1,Обучается,2025,Налоги,5,Ефимова Регина Руслановна
2025,d4060873,Нина Артемовна Ефимова,Экономический факультет,1,Обучается,2025,Финансы,4,Ия Николаевна Белозерова
2025,d4060873,Нина Артемовна Ефимова,Экономический факультет,1,Обучается,2025,Микроэкономика,3,Жанна Матвеевна Авдеева
2025,bb604cb2,Суворов Парфен Владленович,Юридический факультет,1,Обучается,2025,Уголовное право,3,Виноградова Кира Михайловна
2025,bb604cb2,Суворов Парфен Владленович,Юридический факультет,1,Обучается,2025,Криминалистика,4,Муравьева Ия Геннадьевна
2025,bb604cb2,Суворов Парфен Владленович,Юридический факультет,1,Обучается,2025,Теория государства и права,5,Кир Васильевич Кулагин
2025,bb604cb2,Суворов Парфен Владленович,Юридический факультет,1,Обучается,2025,Гражданское право,5,Татьяна Богдановна Якушева
2025,f3c8ed9f,Орлова Алевтина Артемовна,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,4,Максим Демидович Давыдов
2025,f3c8ed9f,Орлова Алевтина Артемовна,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,4,Акулина Мироновна Гурьева
2025,f3c8ed9f,Орлова Алевтина Артемовна,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,3,Октябрина Валериевна Дмитриева
2025,5a4fb413,Юрий Исидорович Исаев,Экономический факультет,1,Обучается,2025,Налоги,3,Сидоров Корнил Глебович
2025,5a4fb413,Юрий Исидорович Исаев,Экономический факультет,1,Обучается,2025,Макроэкономика,3,Титова Татьяна Филипповна
2025,5a4fb413,Юрий Исидорович Исаев,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,5,Вацлав Давыдович Савин
2025,b39e2584,Прохоров Евстафий Александрович,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,4,Татьяна Богдановна Якушева
2025,b39e2584,Прохоров Евстафий Александрович,Экономический факультет,1,Обучается,2025,Налоги,5,Акулина Мироновна Гурьева
2025,b39e2584,Прохоров Евстафий Александрович,Экономический факультет,1,Обучается,2025,Финансы,3,Рожков Януарий Игоревич
2025,b39e2584,Прохоров Евстафий Александрович,Экономический факультет,1,Обучается,2025,Макроэкономика,5,Алина Геннадьевна Шилова
2025,b39e2584,Прохоров Евстафий Александрович,Экономический факультет,1,Обучается,2025,Микроэкономика,5,Афанасьева Дарья Рубеновна
2025,006fe5a3,Лев Венедиктович Журавлев,Юридический факультет,1,Обучается,2025,Гражданское право,5,Ия Николаевна Белозерова
2025,006fe5a3,Лев Венедиктович Журавлев,Юридический факультет,1,Обучается,2025,Уголовное право,4,Белозерова Василиса Геннадиевна
2025,006fe5a3,Лев Венедиктович Журавлев,Юридический факультет,1,Обучается,2025,Криминалистика,4,Титова Татьяна Филипповна
2025,006fe5a3,Лев Венедиктович Журавлев,Юридический факультет,1,Обучается,2025,Теория государства и права,4,Кудряшова Анна Валентиновна
2025,6b4be70f,Нинель Афанасьевна Жданова,Экономический факультет,1,Обучается,2025,Налоги,3,София Павловна Сорокина
2025,6b4be70f,Нинель Афанасьевна Жданова,Экономический факультет,1,Обучается,2025,Микроэкономика,5,Кузнецова Елена Ильинична
2025,6b4be70f,Нинель Афанасьевна Жданова,Экономический факультет,1,Обучается,2025,Финансы,4,Ангелина Харитоновна Боброва
2025,6b4be70f,Нинель Афанасьевна Жданова,Экономический факультет,1,Обучается,2025,Макроэкономика,4,София Павловна Сорокина
2025,f9db8487,Константин Марсович Фадеев,Экономический факультет,1,Обучается,2025,Финансы,5,Светлана Аркадьевна Степанова
2025,f9db8487,Константин Марсович Фадеев,Экономический факультет,1,Обучается,2025,Макроэкономика,3,Виноградова Кира Михайловна
2025,f9db8487,Константин Марсович Фадеев,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,3,Панкратий Валерьевич Кудряшов
2025,db776368,Екатерина Федоровна Терентьева,Медицинский факультет,1,Обучается,2025,Хирургия,5,Марфа Афанасьевна Захарова
2025,db776368,Екатерина Федоровна Терентьева,Медицинский факультет,1,Обучается,2025,Фармакология,5,Белозерова Василиса Геннадиевна
2025,db776368,Екатерина Федоровна Терентьева,Медицинский факультет,1,Обучается,2025,Анатомия,4,Жанна Матвеевна Авдеева
2025,db776368,Екатерина Федоровна Терентьева,Медицинский факультет,1,Обучается,2025,Латинский язык,5,Емельян Григорьевич Костин
2025,1cf968b8,Калинин Захар Валерианович,Юридический факультет,1,Обучается,2025,Теория государства и права,4,Антонова Варвара Алексеевна
2025,1cf968b8,Калинин Захар Валерианович,Юридический факультет,1,Обучается,2025,Уголовное право,3,Светлана Аркадьевна Степанова
2025,9e721420,Любовь Ниловна Киселева,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,5,Максим Демидович Давыдов
2025,9e721420,Любовь Ниловна Киселева,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,5,София Святославовна Горшкова
2025,9e721420,Любовь Ниловна Киселева,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,5,Ангелина Харитоновна Боброва
2025,9e721420,Любовь Ниловна Киселева,Факультет информационных технологий,1,Обучается,2025,Базы данных,5,Алина Геннадьевна Шилова
2025,9e721420,Любовь Ниловна Киселева,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,4,Муравьева Ия Геннадьевна
2025,b76fe9b3,Анна Макаровна Кононова,Экономический факультет,1,Обучается,2025,Микроэкономика,4,Акулина Мироновна Гурьева
2025,b76fe9b3,Анна Макаровна Кононова,Экономический факультет,1,Обучается,2025,Налоги,5,Вацлав Давыдович Савин
2025,f1147a66,Иванова Таисия Леоновна,Медицинский факультет,1,Обучается,2025,Биохимия,5,Алина Геннадьевна Шилова
2025,f1147a66,Иванова Таисия Леоновна,Медицинский факультет,1,Обучается,2025,Фармакология,4,Олег Захарьевич Григорьев
2025,179765a0,Карпов Аристарх Трифонович,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,4,Жанна Матвеевна Авдеева
2025,179765a0,Карпов Аристарх Трифонович,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,5,Соколова Агата Леонидовна
2025,179765a0,Карпов Аристарх Трифонович,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,2,Ия Николаевна Белозерова
2025,179765a0,Карпов Аристарх Трифонович,Факультет информационных технологий,1,Обучается,2025,Базы данных,5,Фомичев Сильвестр Иосипович
2025,4b96ead5,Маргарита Геннадиевна Воронова,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,5,Виноградова Кира Михайловна
2025,4b96ead5,Маргарита Геннадиевна Воронова,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,5,Ангелина Захаровна Новикова
2025,4b96ead5,Маргарита Геннадиевна Воронова,Факультет информационных технологий,1,Обучается,2025,Базы данных,3,Ангелина Захаровна Новикова
2025,a9f8a26b,Элеонора Кирилловна Павлова,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,5,Панкратий Валерьевич Кудряшов
2025,a9f8a26b,Элеонора Кирилловна Павлова,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,3,Белозерова Василиса Геннадиевна
2025,a9f8a26b,Элеонора Кирилловна Павлова,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,3,Рябова Глафира Николаевна
2025,a9f8a26b,Элеонора Кирилловна Павлова,Факультет информационных технологий,1,Обучается,2025,Базы данных,5,Белозерова Василиса Геннадиевна
2025,a9f8a26b,Элеонора Кирилловна Павлова,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,3,Любомир Игнатьевич Беспалов
2025,22d3bb9c,Ярополк Устинович Гришин,Факультет информационных технологий,1,Обучается,2025,Базы данных,3,Рожков Януарий Игоревич
2025,22d3bb9c,Ярополк Устинович Гришин,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,5,Жуков Пимен Анисимович
2025,22d3bb9c,Ярополк Устинович Гришин,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,5,Панкратий Валерьевич Кудряшов
2025,22d3bb9c,Ярополк Устинович Гришин,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,3,Жуков Пимен Анисимович
2025,d3ea60d4,Большаков Ефрем Харламович,Юридический факультет,1,Обучается,2025,Криминалистика,5,Титова Татьяна Филипповна
2025,d3ea60d4,Большаков Ефрем Харламович,Юридический факультет,1,Обучается,2025,Теория государства и права,5,Кудряшова Анна Валентиновна
2025,d3ea60d4,Большаков Ефрем Харламович,Юридический факультет,1,Обучается,2025,Уголовное право,5,Муравьева Ия Геннадьевна
2025,d3ea60d4,Большаков Ефрем Харламович,Юридический факультет,1,Обучается,2025,Гражданское право,4,Олег Захарьевич Григорьев
2025,405f3f4a,Белоусова Ульяна Филипповна,Медицинский факультет,1,Обучается,2025,Хирургия,3,Аполлон Геннадиевич Лапин
2025,405f3f4a,Белоусова Ульяна Филипповна,Медицинский факультет,1,Обучается,2025,Фармакология,4,Ефимова Регина Руслановна
2025,7951df60,Харлампий Анисимович Сазонов,Юридический факультет,1,Обучается,2025,Уголовное право,5,Афанасьева Дарья Рубеновна
2025,7951df60,Харлампий Анисимович Сазонов,Юридический факультет,1,Обучается,2025,Гражданское право,4,Мартынова Прасковья Альбертовна
2025,7951df60,Харлампий Анисимович Сазонов,Юридический факультет,1,Обучается,2025,Теория государства и права,5,Максим Демидович Давыдов
2025,8474dd48,Терентьев Каллистрат Бориславович,Медицинский факультет,1,Обучается,2025,Фармакология,3,София Святославовна Горшкова
2025,8474dd48,Терентьев Каллистрат Бориславович,Медицинский факультет,1,Обучается,2025,Биохимия,5,Всеслав Терентьевич Пахомов
2025,8474dd48,Терентьев Каллистрат Бориславович,Медицинский факультет,1,Обучается,2025,Хирургия,4,Афанасьева Дарья Рубеновна
2025,8474dd48,Терентьев Каллистрат Бориславович,Медицинский факультет,1,Обучается,2025,Анатомия,4,Панкратий Валерьевич Кудряшов
2025,8474dd48,Терентьев Каллистрат Бориславович,Медицинский факультет,1,Обучается,2025,Латинский язык,4,Титова Татьяна Филипповна
2025,e0928bbb,Некрасов Капитон Иосифович,Медицинский факультет,1,Обучается,2025,Фармакология,3,София Святославовна Горшкова
2025,e0928bbb,Некрасов Капитон Иосифович,Медицинский факультет,1,Обучается,2025,Хирургия,5,Агата Викторовна Гусева
2025,94137181,Людмила Александровна Бобылева,Медицинский факультет,1,Обучается,2025,Биохимия,5,Октябрина Валериевна Дмитриева
2025,94137181,Людмила Александровна Бобылева,Медицинский факультет,1,Обучается,2025,Латинский язык,4,Фомичев Сильвестр Иосипович
2025,94137181,Людмила Александровна Бобылева,Медицинский факультет,1,Обучается,2025,Хирургия,5,Муравьева Ия Геннадьевна
2025,94137181,Людмила Александровна Бобылева,Медицинский факультет,1,Обучается,2025,Анатомия,4,Любомир Игнатьевич Беспалов
2025,a68eaf99,Лазарева Евгения Вадимовна,Медицинский факультет,1,Обучается,2025,Латинский язык,2,Колесникова Александра Феликсовна
2025,a68eaf99,Лазарева Евгения Вадимовна,Медицинский факультет,1,Обучается,2025,Биохимия,4,Жуков Пимен Анисимович
2025,a68eaf99,Лазарева Евгения Вадимовна,Медицинский факультет,1,Обучается,2025,Анатомия,4,София Святославовна Горшкова
2025,76ec30e7,Ипполит Фёдорович Федосеев,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,4,Вацлав Давыдович Савин
2025,76ec30e7,Ипполит Фёдорович Федосеев,Факультет информационных технологий,1,Обучается,2025,Базы данных,5,София Павловна Сорокина
2025,76ec30e7,Ипполит Фёдорович Федосеев,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,3,Зуева Анастасия Ефимовна
2025,76ec30e7,Ипполит Фёдорович Федосеев,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,5,Белозерова Василиса Геннадиевна
2025,7efc6d10,Кузнецова Эмилия Макаровна,Медицинский факультет,1,Обучается,2025,Хирургия,5,Алина Геннадьевна Шилова
2025,7efc6d10,Кузнецова Эмилия Макаровна,Медицинский факультет,1,Обучается,2025,Анатомия,5,Фомичев Сильвестр Иосипович
2025,7efc6d10,Кузнецова Эмилия Макаровна,Медицинский факультет,1,Обучается,2025,Латинский язык,3,Вацлав Давыдович Савин
2025,0150cbbe,Варвара Кузьминична Волкова,Юридический факультет,1,Обучается,2025,Гражданское право,3,Кузнецова Елена Ильинична
2025,0150cbbe,Варвара Кузьминична Волкова,Юридический факультет,1,Обучается,2025,Теория государства и права,3,Максим Демидович Давыдов
2025,29519204,Гусев Доброслав Терентьевич,Экономический факультет,1,Обучается,2025,Налоги,3,Октябрина Валериевна Дмитриева
2025,29519204,Гусев Доброслав Терентьевич,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,4,Агата Викторовна Гусева
2025,29519204,Гусев Доброслав Терентьевич,Экономический факультет,1,Обучается,2025,Финансы,5,Алина Геннадьевна Шилова
2025,29519204,Гусев Доброслав Терентьевич,Экономический факультет,1,Обучается,2025,Макроэкономика,5,Евфросиния Оскаровна Игнатова
2025,29519204,Гусев Доброслав Терентьевич,Экономический факультет,1,Обучается,2025,Микроэкономика,5,Октябрина Валериевна Дмитриева
2025,db5d5ba5,Дроздова Жанна Львовна,Медицинский факультет,1,Обучается,2025,Биохимия,5,Поляков Модест Эдгарович
2025,db5d5ba5,Дроздова Жанна Львовна,Медицинский факультет,1,Обучается,2025,Хирургия,5,Кир Васильевич Кулагин
2025,db5d5ba5,Дроздова Жанна Львовна,Медицинский факультет,1,Обучается,2025,Фармакология,4,Ефимова Регина Руслановна
2025,db5d5ba5,Дроздова Жанна Львовна,Медицинский факультет,1,Обучается,2025,Анатомия,5,Фомичев Сильвестр Иосипович
2025,03d656aa,Захар Исидорович Давыдов,Экономический факультет,1,Обучается,2025,Макроэкономика,5,Михеев Светозар Устинович
2025,03d656aa,Захар Исидорович Давыдов,Экономический факультет,1,Обучается,2025,Финансы,5,Любомир Игнатьевич Беспалов
2025,03d656aa,Захар Исидорович Давыдов,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,4,Ангелина Харитоновна Боброва
2025,03d656aa,Захар Исидорович Давыдов,Экономический факультет,1,Обучается,2025,Налоги,2,Виноградова Кира Михайловна
2025,91efa28d,Симон Трофимович Ковалев,Экономический факультет,1,Обучается,2025,Макроэкономика,5,Ефимова Регина Руслановна
2025,91efa28d,Симон Трофимович Ковалев,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,3,Жуков Пимен Анисимович
2025,91efa28d,Симон Трофимович Ковалев,Экономический факультет,1,Обучается,2025,Микроэкономика,4,Кузнецова Елена Ильинична
2025,66e23beb,Зимин Анисим Брониславович,Экономический факультет,1,Обучается,2025,Бухгалтерский учет,3,Ефимова Регина Руслановна
2025,66e23beb,Зимин Анисим Брониславович,Экономический факультет,1,Обучается,2025,Микроэкономика,4,Виноградова Кира Михайловна
2025,66e23beb,Зимин Анисим Брониславович,Экономический факультет,1,Обучается,2025,Финансы,4,Акулина Мироновна Гурьева
2025,66e23beb,Зимин Анисим Брониславович,Экономический факультет,1,Обучается,2025,Налоги,5,Титова Татьяна Филипповна
2025,4d804da6,Панова Иванна Филипповна,Факультет информационных технологий,1,Обучается,2025,Разработка на Go,5,Белозерова Василиса Геннадиевна
2025,4d804da6,Панова Иванна Филипповна,Факультет информационных технологий,1,Обучается,2025,Архитектура ЭВМ,3,София Павловна Сорокина
2025,4d804da6,Панова Иванна Филипповна,Факультет информационных технологий,1,Обучается,2025,Машинное обучение,5,Антонова Варвара Алексеевна
2025,4d804da6,Панова Иванна Филипповна,Факультет информационных технологий,1,Обучается,2025,Базы данных,5,Аполлон Геннадиевич Лапин
2025,4d804da6,Панова Иванна Филипповна,Факультет информационных технологий,1,Обучается,2025,Алгоритмы и структуры данных,4,Колесникова Александра Феликсовна
