Год отчета,ID Студента,ФИО студента,Факультет,Курс,Статус,Год зачисления,Предмет,Оценка,ФИО преподавателя
2020,e77b826a,Воронцов Прокофий Венедиктович,Экономический факультет,1,Обучается,2020,Микроэкономика,3,г-жа Зайцева Олимпиада Вениаминовна
2020,e77b826a,Воронцов Прокофий Венедиктович,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,2,г-жа Афанасьева Нинель Ефимовна
2020,a213f88d,Воронцова Зинаида Рубеновна,Медицинский факультет,1,Обучается,2020,Анатомия,3,Аникита Трифонович Муравьев
2020,a213f88d,Воронцова Зинаида Рубеновна,Медицинский факультет,1,Обучается,2020,Фармакология,4,Гришина Клавдия Степановна
2020,37df57cb,Корнил Дмитриевич Макаров,Юридический факультет,1,Обучается,2020,Теория государства и права,5,Веселов Мартын Арсенович
2020,37df57cb,Корнил Дмитриевич Макаров,Юридический факультет,1,Обучается,2020,Уголовное право,3,Наумова Нонна Макаровна
2020,37df57cb,Корнил Дмитриевич Макаров,Юридический факультет,1,Обучается,2020,Гражданское право,4,Жуков Панкрат Федосеевич
2020,37df57cb,Корнил Дмитриевич Макаров,Юридический факультет,1,Обучается,2020,Криминалистика,5,Жанна Богдановна Маслова
2020,364d4552,Марина Наумовна Ермакова,Юридический факультет,1,Обучается,2020,Теория государства и права,3,Фадей Витальевич Тарасов
2020,364d4552,Марина Наумовна Ермакова,Юридический факультет,1,Обучается,2020,Криминалистика,4,тов. Устинова Фаина Юрьевна
2020,364d4552,Марина Наумовна Ермакова,Юридический факультет,1,Обучается,2020,Уголовное право,4,Кудряшова Регина Архиповна
2020,bde6765f,Боброва Синклитикия Михайловна,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,4,Вячеслав Арсенович Меркушев
2020,bde6765f,Боброва Синклитикия Михайловна,Факультет информационных технологий,1,Обучается,2020,Архитектура ЭВМ,4,Вероника Геннадьевна Корнилова
2020,2a33ee40,Шарапова Эмилия Федоровна,Экономический факультет,1,Обучается,2020,Микроэкономика,5,Ираклий Ярославович Тимофеев
2020,2a33ee40,Шарапова Эмилия Федоровна,Экономический факультет,1,Обучается,2020,Финансы,4,Наина Анатольевна Кошелева
2020,2a33ee40,Шарапова Эмилия Федоровна,Экономический факультет,1,Обучается,2020,Налоги,3,Анна Олеговна Бобылева
2020,2a33ee40,Шарапова Эмилия Федоровна,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,4,Жуков Панкрат Федосеевич
2020,2a33ee40,Шарапова Эмилия Федоровна,Экономический факультет,1,Обучается,2020,Макроэкономика,2,Ульяна Геннадиевна Ильина
2020,4cc570c0,Фёкла Оскаровна Степанова,Факультет информационных технологий,1,Обучается,2020,Разработка на Go,5,тов. Устинова Фаина Юрьевна
2020,4cc570c0,Фёкла Оскаровна Степанова,Факультет информационных технологий,1,Обучается,2020,Базы данных,5,Алевтина Кузьминична Маркова
2020,82ca80c6,Власов Сократ Виленович,Медицинский факультет,1,Обучается,2020,Фармакология,2,Ираклий Ярославович Тимофеев
2020,82ca80c6,Власов Сократ Виленович,Медицинский факультет,1,Обучается,2020,Биохимия,5,Красильников Борис Афанасьевич
2020,82ca80c6,Власов Сократ Виленович,Медицинский факультет,1,Обучается,2020,Латинский язык,5,Наталья Аскольдовна Фомина
2020,59a2552a,Носова Нинель Викторовна,Юридический факультет,1,Обучается,2020,Гражданское право,4,Гришин Валентин Александрович
2020,59a2552a,Носова Нинель Викторовна,Юридический факультет,1,Обучается,2020,Уголовное право,3,Богдан Юльевич Панов
2020,9127894b,Абрамова Жанна Борисовна,Экономический факультет,1,Обучается,2020,Финансы,5,Савин Игорь Ануфриевич
2020,9127894b,Абрамова Жанна Борисовна,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,3,Матвей Даниилович Рыбаков
2020,9127894b,Абрамова Жанна Борисовна,Экономический факультет,1,Обучается,2020,Макроэкономика,5,Аникита Трифонович Муравьев
2020,9127894b,Абрамова Жанна Борисовна,Экономический факультет,1,Обучается,2020,Микроэкономика,5,Алевтина Кузьминична Маркова
2020,9127894b,Абрамова Жанна Борисовна,Экономический факультет,1,Обучается,2020,Налоги,5,Фадей Витальевич Тарасов
2020,92694816,Жанна Викторовна Блохина,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,4,Наумова Нонна Макаровна
2020,92694816,Жанна Викторовна Блохина,Экономический факультет,1,Обучается,2020,Финансы,5,г-жа Афанасьева Нинель Ефимовна
2020,92694816,Жанна Викторовна Блохина,Экономический факультет,1,Обучается,2020,Микроэкономика,2,Гришин Валентин Александрович
2020,92694816,Жанна Викторовна Блохина,Экономический факультет,1,Обучается,2020,Налоги,4,Наумова Нонна Макаровна
2020,7e4c6851,Михей Федосеевич Суворов,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,4,Фока Юльевич Брагин
2020,7e4c6851,Михей Федосеевич Суворов,Факультет информационных технологий,1,Обучается,2020,Архитектура ЭВМ,3,Фадей Витальевич Тарасов
2020,aece8923,Клавдий Устинович Суворов,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,4,Савин Игорь Ануфриевич
2020,aece8923,Клавдий Устинович Суворов,Экономический факультет,1,Обучается,2020,Микроэкономика,4,Наталья Аскольдовна Фомина
2020,aece8923,Клавдий Устинович Суворов,Экономический факультет,1,Обучается,2020,Налоги,4,Онуфрий Валерьянович Прохоров
2020,aece8923,Клавдий Устинович Суворов,Экономический факультет,1,Обучается,2020,Макроэкономика,3,Авдей Харламович Щукин
2020,005c6ab5,Нинель Тимофеевна Шарова,Медицинский факультет,1,Обучается,2020,Фармакология,5,Алла Филипповна Александрова
2020,005c6ab5,Нинель Тимофеевна Шарова,Медицинский факультет,1,Обучается,2020,Биохимия,4,Сигизмунд Филиппович Устинов
2020,4f02151a,Фомичев Григорий Фомич,Экономический факультет,1,Обучается,2020,Макроэкономика,4,г-жа Афанасьева Нинель Ефимовна
2020,4f02151a,Фомичев Григорий Фомич,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,4,Ульяна Геннадиевна Ильина
2020,4f02151a,Фомичев Григорий Фомич,Экономический факультет,1,Обучается,2020,Финансы,3,Фока Юльевич Брагин
2020,4f02151a,Фомичев Григорий Фомич,Экономический факультет,1,Обучается,2020,Налоги,3,Авдей Харламович Щукин
2020,4f02151a,Фомичев Григорий Фомич,Экономический факультет,1,Обучается,2020,Микроэкономика,2,Ярослав Харитонович Максимов
2020,077b6a35,Николаев Валерий Иларионович,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,3,Никонова Надежда Ильинична
2020,077b6a35,Николаев Валерий Иларионович,Экономический факультет,1,Обучается,2020,Финансы,3,тов. Устинова Фаина Юрьевна
2020,077b6a35,Николаев Валерий Иларионович,Экономический факультет,1,Обучается,2020,Микроэкономика,2,Алевтина Кузьминична Маркова
2020,077b6a35,Николаев Валерий Иларионович,Экономический факультет,1,Обучается,2020,Налоги,5,Алевтина Кузьминична Маркова
2020,077b6a35,Николаев Валерий Иларионович,Экономический факультет,1,Обучается,2020,Макроэкономика,4,Князева Агата Ильинична
2020,5718ad82,Герасим Адрианович Русаков,Юридический факультет,1,Обучается,2020,Уголовное право,5,Анна Олеговна Бобылева
2020,5718ad82,Герасим Адрианович Русаков,Юридический факультет,1,Обучается,2020,Теория государства и права,2,Комаров Милован Иларионович
2020,5718ad82,Герасим Адрианович Русаков,Юридический факультет,1,Обучается,2020,Криминалистика,5,Князева Агата Ильинична
2020,5718ad82,Герасим Адрианович Русаков,Юридический факультет,1,Обучается,2020,Гражданское право,4,Кулагин Пахом Валентинович
2020,cbf2b0a5,Трифон Харлампьевич Исаев,Факультет информационных технологий,1,Обучается,2020,Разработка на Go,5,Сигизмунд Филиппович Устинов
2020,cbf2b0a5,Трифон Харлампьевич Исаев,Факультет информационных технологий,1,Обучается,2020,Алгоритмы и структуры данных,5,Исакова Вероника Анатольевна
2020,cbf2b0a5,Трифон Харлампьевич Исаев,Факультет информационных технологий,1,Обучается,2020,Базы данных,4,Аникита Трифонович Муравьев
2020,cbf2b0a5,Трифон Харлампьевич Исаев,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,5,Князева Агата Ильинична
2020,0091659e,Николай Евстигнеевич Устинов,Факультет информационных технологий,1,Обучается,2020,Базы данных,4,Савин Игорь Ануфриевич
2020,0091659e,Николай Евстигнеевич Устинов,Факультет информационных технологий,1,Обучается,2020,Архитектура ЭВМ,5,Наталья Владиславовна Соловьева
2020,0091659e,Николай Евстигнеевич Устинов,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,3,Яков Феликсович Буров
2020,2d32276b,Петр Игнатович Шарапов,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,5,Анна Олеговна Бобылева
2020,2d32276b,Петр Игнатович Шарапов,Экономический факультет,1,Обучается,2020,Финансы,5,Таисия Андреевна Орлова
2020,2d32276b,Петр Игнатович Шарапов,Экономический факультет,1,Обучается,2020,Макроэкономика,5,Никонова Надежда Ильинична
2020,a409d7fd,Федорова Нинель Евгеньевна,Медицинский факультет,1,Обучается,2020,Латинский язык,3,Сигизмунд Филиппович Устинов
2020,a409d7fd,Федорова Нинель Евгеньевна,Медицинский факультет,1,Обучается,2020,Анатомия,4,Онуфрий Валерьянович Прохоров
2020,a409d7fd,Федорова Нинель Евгеньевна,Медицинский факультет,1,Обучается,2020,Фармакология,3,Колобова Акулина Вадимовна
2020,a409d7fd,Федорова Нинель Евгеньевна,Медицинский факультет,1,Обучается,2020,Хирургия,3,Жуков Панкрат Федосеевич
2020,a409d7fd,Федорова Нинель Евгеньевна,Медицинский факультет,1,Обучается,2020,Биохимия,2,Онуфрий Валерьянович Прохоров
2020,d9c5a41a,Филиппов Исидор Игнатович,Медицинский факультет,1,Обучается,2020,Фармакология,2,Вячеслав Арсенович Меркушев
2020,d9c5a41a,Филиппов Исидор Игнатович,Медицинский факультет,1,Обучается,2020,Анатомия,5,тов. Устинова Фаина Юрьевна
2020,d9c5a41a,Филиппов Исидор Игнатович,Медицинский факультет,1,Обучается,2020,Хирургия,4,Гришина Клавдия Степановна
2020,d9c5a41a,Филиппов Исидор Игнатович,Медицинский факультет,1,Обучается,2020,Латинский язык,3,Авдей Харламович Щукин
2020,7cb07a1f,Марк Якубович Агафонов,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,4,Алла Филипповна Александрова
2020,7cb07a1f,Марк Якубович Агафонов,Экономический факультет,1,Обучается,2020,Налоги,4,Гришина Клавдия Степановна
2020,7cb07a1f,Марк Якубович Агафонов,Экономический факультет,1,Обучается,2020,Микроэкономика,5,Таисия Андреевна Орлова
2020,607f2b8f,Фёкла Георгиевна Киселева,Факультет информационных технологий,1,Обучается,2020,Алгоритмы и структуры данных,5,Гришин Валентин Александрович
2020,607f2b8f,Фёкла Георгиевна Киселева,Факультет информационных технологий,1,Обучается,2020,Базы данных,3,Авдей Харламович Щукин
2020,607f2b8f,Фёкла Георгиевна Киселева,Факультет информационных технологий,1,Обучается,2020,Разработка на Go,3,Ильина Ольга Степановна
2020,40bb84e7,Аким Терентьевич Шестаков,Медицинский факультет,1,Обучается,2020,Латинский язык,2,Колобова Акулина Вадимовна
2020,40bb84e7,Аким Терентьевич Шестаков,Медицинский факультет,1,Обучается,2020,Биохимия,4,Князева Агата Ильинична
2020,40bb84e7,Аким Терентьевич Шестаков,Медицинский факультет,1,Обучается,2020,Анатомия,3,Ярослав Харитонович Максимов
2020,40bb84e7,Аким Терентьевич Шестаков,Медицинский факультет,1,Обучается,2020,Фармакология,4,Фадей Витальевич Тарасов
2020,ab78f502,Савватий Жоресович Титов,Факультет информационных технологий,1,Обучается,2020,Архитектура ЭВМ,4,Комаров Милован Иларионович
2020,ab78f502,Савватий Жоресович Титов,Факультет информационных технологий,1,Обучается,2020,Алгоритмы и структуры данных,4,Таисия Андреевна Орлова
2020,ab78f502,Савватий Жоресович Титов,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,4,тов. Устинова Фаина Юрьевна
2020,ab78f502,Савватий Жоресович Титов,Факультет информационных технологий,1,Обучается,2020,Базы данных,4,Ильина Ольга Степановна
2020,f4a3ff8a,Гурий Ерофеевич Беляков,Медицинский факультет,1,Обучается,2020,Биохимия,2,Исакова Вероника Анатольевна
2020,f4a3ff8a,Гурий Ерофеевич Беляков,Медицинский факультет,1,Обучается,2020,Латинский язык,4,Сигизмунд Филиппович Устинов
2020,f4a3ff8a,Гурий Ерофеевич Беляков,Медицинский факультет,1,Обучается,2020,Анатомия,5,Онуфрий Валерьянович Прохоров
2020,2813d040,Федоров Гурий Игнатович,Факультет информационных технологий,1,Обучается,2020,Базы данных,5,г-жа Зайцева Олимпиада Вениаминовна
2020,2813d040,Федоров Гурий Игнатович,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,3,Наина Анатольевна Кошелева
2020,2813d040,Федоров Гурий Игнатович,Факультет информационных технологий,1,Обучается,2020,Алгоритмы и структуры данных,4,Онуфрий Валерьянович Прохоров
2020,9c0f4162,Кир Всеволодович Лихачев,Факультет информационных технологий,1,Обучается,2020,Базы данных,4,Фадей Витальевич Тарасов
2020,9c0f4162,Кир Всеволодович Лихачев,Факультет информационных технологий,1,Обучается,2020,Архитектура ЭВМ,4,Ильина Ольга Степановна
2020,9c0f4162,Кир Всеволодович Лихачев,Факультет информационных технологий,1,Обучается,2020,Машинное обучение,4,Яков Феликсович Буров
2020,9c0f4162,Кир Всеволодович Лихачев,Факультет информационных технологий,1,Обучается,2020,Разработка на Go,3,Матвей Даниилович Рыбаков
2020,9c0f4162,Кир Всеволодович Лихачев,Факультет информационных технологий,1,Обучается,2020,Алгоритмы и структуры данных,4,Красильников Борис Афанасьевич
2020,545867a4,Жуков Соломон Игоревич,Юридический факультет,1,Обучается,2020,Гражданское право,4,Наталья Аскольдовна Фомина
2020,545867a4,Жуков Соломон Игоревич,Юридический факультет,1,Обучается,2020,Уголовное право,5,г-жа Молчанова Валентина Тарасовна
2020,fd8239d5,Ананий Юлианович Тихонов,Юридический факультет,1,Обучается,2020,Уголовное право,4,Фока Юльевич Брагин
2020,fd8239d5,Ананий Юлианович Тихонов,Юридический факультет,1,Обучается,2020,Теория государства и права,4,Гришин Валентин Александрович
2020,25dd3ba0,Синклитикия Максимовна Силина,Факультет информационных технологий,1,Обучается,2020,Базы данных,5,Ульяна Геннадиевна Ильина
2020,25dd3ba0,Синклитикия Максимовна Силина,Факультет информационных технологий,1,Обучается,2020,Разработка на Go,4,Алевтина Кузьминична Маркова
2020,2d19cce4,Некрасова Клавдия Даниловна,Экономический факультет,1,Обучается,2020,Налоги,5,Вячеслав Арсенович Меркушев
2020,2d19cce4,Некрасова Клавдия Даниловна,Экономический факультет,1,Обучается,2020,Макроэкономика,2,тов. Устинова Фаина Юрьевна
2020,2d19cce4,Некрасова Клавдия Даниловна,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,5,Онуфрий Валерьянович Прохоров
2020,2d19cce4,Некрасова Клавдия Даниловна,Экономический факультет,1,Обучается,2020,Финансы,2,Богдан Юльевич Панов
2020,2d19cce4,Некрасова Клавдия Даниловна,Экономический факультет,1,Обучается,2020,Микроэкономика,4,Красильников Борис Афанасьевич
2020,426f7db2,Громов Ярослав Изотович,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,4,г-жа Афанасьева Нинель Ефимовна
2020,426f7db2,Громов Ярослав Изотович,Экономический факультет,1,Обучается,2020,Микроэкономика,5,Красильников Борис Афанасьевич
2020,286eae6e,Голубев Тит Ильясович,Экономический факультет,1,Обучается,2020,Микроэкономика,4,Анна Олеговна Бобылева
2020,286eae6e,Голубев Тит Ильясович,Экономический факультет,1,Обучается,2020,Налоги,2,Вероника Геннадьевна Корнилова
2020,286eae6e,Голубев Тит Ильясович,Экономический факультет,1,Обучается,2020,Финансы,5,Наталья Владиславовна Соловьева
2020,286eae6e,Голубев Тит Ильясович,Экономический факультет,1,Обучается,2020,Бухгалтерский учет,5,Аникита Трифонович Муравьев
2020,286eae6e,Голубев Тит Ильясович,Экономический факультет,1,Обучается,2020,Макроэкономика,5,Онуфрий Валерьянович Прохоров
2020,4ef7a0f2,Георгий Исидорович Максимов,Факультет информационных технологий,1,Обучается,2020,Алгоритмы и структуры данных,3,Вячеслав Арсенович Меркушев
2020,4ef7a0f2,Георгий Исидорович Максимов,Факультет информационных технологий,1,Обучается,2020,Архитектура ЭВМ,4,Онуфрий Валерьянович Прохоров
2020,4ef7a0f2,Георгий Исидорович Максимов,Факультет информационных технологий,1,Обучается,2020,Разработка на Go,4,Алевтина Кузьминична Маркова
2020,4ef7a0f2,Георгий Исидорович Максимов,Факультет информационных технологий,1,Обучается,2020,Базы данных,4,Матвей Даниилович Рыбаков
2020,fc76aab2,Лев Давидович Сергеев,Экономический факультет,1,Обучается,2020,Финансы,4,Ярослав Харитонович Максимов
2020,fc76aab2,Лев Давидович Сергеев,Экономический факультет,1,Обучается,2020,Микроэкономика,4,Красильников Борис Афанасьевич
