Год отчета,ID Студента,ФИО студента,Факультет,Курс,Статус,Год зачисления,Предмет,Оценка,ФИО преподавателя
2016,5e7b55b3,Павлова Майя Артемовна,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,4,Анисимова Марина Владиславовна
2016,82b3ece3,Нонна Максимовна Кулагина,Медицинский факультет,1,Обучается,2016,Хирургия,2,Матвей Гертрудович Александров
2016,82b3ece3,Нонна Максимовна Кулагина,Медицинский факультет,1,Обучается,2016,Латинский язык,5,Татьяна Евгеньевна Фролова
2016,82b3ece3,Нонна Максимовна Кулагина,Медицинский факультет,1,Обучается,2016,Биохимия,4,Нестор Устинович Ермаков
2016,82b3ece3,Нонна Максимовна Кулагина,Медицинский факультет,1,Обучается,2016,Фармакология,5,Изот Алексеевич Федоров
2016,82b3ece3,Нонна Максимовна Кулагина,Медицинский факультет,1,Обучается,2016,Анатомия,5,Матвей Гертрудович Александров
2016,5b4f779e,г-жа Ефимова Наталья Артемовна,Медицинский факультет,1,Обучается,2016,Биохимия,5,Харлампий Изотович Максимов
2016,5b4f779e,г-жа Ефимова Наталья Артемовна,Медицинский факультет,1,Обучается,2016,Фармакология,5,Нестор Устинович Ермаков
2016,0618d5d0,Носкова Варвара Ждановна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Игнатова Василиса Семеновна
2016,0618d5d0,Носкова Варвара Ждановна,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,5,Андреев Ростислав Адрианович
2016,e4200371,Горшкова Маргарита Петровна,Экономический факультет,1,Обучается,2016,Макроэкономика,4,Прасковья Леонидовна Панфилова
2016,e4200371,Горшкова Маргарита Петровна,Экономический факультет,1,Обучается,2016,Налоги,4,Богдан Гордеевич Пономарев
2016,e4200371,Горшкова Маргарита Петровна,Экономический факультет,1,Обучается,2016,Финансы,3,Носков Азарий Эдгарович
2016,fcd9111e,Носова Оксана Игоревна,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Полина Сергеевна Капустина
2016,fcd9111e,Носова Оксана Игоревна,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,4,Надежда Николаевна Филатова
2016,fcd9111e,Носова Оксана Игоревна,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,4,Изот Алексеевич Федоров
2016,fcd9111e,Носова Оксана Игоревна,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,5,Никифоров Герман Валерьевич
2016,fcd9111e,Носова Оксана Игоревна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,4,Модест Харлампьевич Кабанов
2016,a962d35c,Арефий Венедиктович Носов,Юридический факультет,1,Обучается,2016,Криминалистика,5,Ананий Данилович Исаков
2016,a962d35c,Арефий Венедиктович Носов,Юридический факультет,1,Обучается,2016,Уголовное право,2,Ульяна Станиславовна Белякова
2016,a962d35c,Арефий Венедиктович Носов,Юридический факультет,1,Обучается,2016,Гражданское право,4,Носков Азарий Эдгарович
2016,a962d35c,Арефий Венедиктович Носов,Юридический факультет,1,Обучается,2016,Теория государства и права,5,Козлов Кондратий Артёмович
2016,e9644844,Абрамова Фёкла Геннадиевна,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,2,Ульяна Станиславовна Белякова
2016,e9644844,Абрамова Фёкла Геннадиевна,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,5,Чернов Виталий Ярославович
2016,e9644844,Абрамова Фёкла Геннадиевна,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Регина Болеславовна Казакова
2016,e9644844,Абрамова Фёкла Геннадиевна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Анжелика Захаровна Молчанова
2016,e9644844,Абрамова Фёкла Геннадиевна,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,4,Прасковья Леонидовна Панфилова
2016,dac61be8,Федор Игнатович Степанов,Экономический факультет,1,Обучается,2016,Микроэкономика,4,Игнатова Василиса Семеновна
2016,dac61be8,Федор Игнатович Степанов,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,5,Соболев Давыд Фокич
2016,dac61be8,Федор Игнатович Степанов,Экономический факультет,1,Обучается,2016,Налоги,5,Носков Азарий Эдгарович
2016,11e4018c,Майя Григорьевна Борисова,Медицинский факультет,1,Обучается,2016,Латинский язык,4,Онуфрий Антонович Агафонов
2016,11e4018c,Майя Григорьевна Борисова,Медицинский факультет,1,Обучается,2016,Хирургия,5,Нестор Устинович Ермаков
2016,93c2e956,Элеонора Борисовна Ширяева,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,3,Татьяна Евгеньевна Фролова
2016,93c2e956,Элеонора Борисовна Ширяева,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,3,Татьяна Евгеньевна Фролова
2016,93c2e956,Элеонора Борисовна Ширяева,Факультет информационных технологий,1,Обучается,2016,Базы данных,4,Ульяна Станиславовна Белякова
2016,93c2e956,Элеонора Борисовна Ширяева,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,5,Полякова Евдокия Аркадьевна
2016,4e291a4c,Мефодий Гавриилович Гордеев,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,5,Натан Власович Кириллов
2016,4e291a4c,Мефодий Гавриилович Гордеев,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,2,Полякова Евдокия Аркадьевна
2016,4e291a4c,Мефодий Гавриилович Гордеев,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,4,Якуб Юлианович Исаев
2016,4e291a4c,Мефодий Гавриилович Гордеев,Факультет информационных технологий,1,Обучается,2016,Базы данных,3,Яков Изотович Муравьев
2016,8f517c70,Воробьева Ольга Васильевна,Медицинский факультет,1,Обучается,2016,Хирургия,3,Надежда Николаевна Филатова
2016,8f517c70,Воробьева Ольга Васильевна,Медицинский факультет,1,Обучается,2016,Фармакология,5,Оксана Анатольевна Назарова
2016,8f517c70,Воробьева Ольга Васильевна,Медицинский факультет,1,Обучается,2016,Анатомия,4,Юрий Изотович Щербаков
2016,8f517c70,Воробьева Ольга Васильевна,Медицинский факультет,1,Обучается,2016,Латинский язык,5,Модест Харлампьевич Кабанов
2016,8f517c70,Воробьева Ольга Васильевна,Медицинский факультет,1,Обучается,2016,Биохимия,4,Чернов Виталий Ярославович
2016,5a5d9c1b,Рогов Нифонт Захарьевич,Экономический факультет,1,Обучается,2016,Налоги,5,Галактион Эдуардович Маслов
2016,5a5d9c1b,Рогов Нифонт Захарьевич,Экономический факультет,1,Обучается,2016,Финансы,5,Чернов Виталий Ярославович
2016,93c07583,Анна Константиновна Стрелкова,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,3,Илья Юлианович Щербаков
2016,93c07583,Анна Константиновна Стрелкова,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Соболев Давыд Фокич
2016,93c07583,Анна Константиновна Стрелкова,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Носков Азарий Эдгарович
2016,93c07583,Анна Константиновна Стрелкова,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,5,Козлов Кондратий Артёмович
2016,93c07583,Анна Константиновна Стрелкова,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,4,Андреев Ростислав Адрианович
2016,804a7035,Тетерин Аполлинарий Алексеевич,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,4,Оксана Анатольевна Назарова
2016,804a7035,Тетерин Аполлинарий Алексеевич,Факультет информационных технологий,1,Обучается,2016,Базы данных,4,Якуб Юлианович Исаев
2016,804a7035,Тетерин Аполлинарий Алексеевич,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,3,Богдан Гордеевич Пономарев
2016,ced087f7,Венедикт Витальевич Артемьев,Юридический факультет,1,Обучается,2016,Теория государства и права,5,Полина Сергеевна Капустина
2016,ced087f7,Венедикт Витальевич Артемьев,Юридический факультет,1,Обучается,2016,Криминалистика,5,Веселов Федот Юльевич
2016,ced087f7,Венедикт Витальевич Артемьев,Юридический факультет,1,Обучается,2016,Уголовное право,4,Татьяна Евгеньевна Фролова
2016,ced087f7,Венедикт Витальевич Артемьев,Юридический факультет,1,Обучается,2016,Гражданское право,5,Матвей Гертрудович Александров
2016,9a02f8e0,Ситников Родион Артурович,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,5,Галактион Эдуардович Маслов
2016,9a02f8e0,Ситников Родион Артурович,Экономический факультет,1,Обучается,2016,Налоги,5,Веселов Федот Юльевич
2016,9a02f8e0,Ситников Родион Артурович,Экономический факультет,1,Обучается,2016,Макроэкономика,5,Андреев Ростислав Адрианович
2016,9a02f8e0,Ситников Родион Артурович,Экономический факультет,1,Обучается,2016,Финансы,4,Полина Сергеевна Капустина
2016,9a02f8e0,Ситников Родион Артурович,Экономический факультет,1,Обучается,2016,Микроэкономика,4,Прасковья Леонидовна Панфилова
2016,6e098ba5,Костин Архип Филиппович,Юридический факультет,1,Обучается,2016,Гражданское право,4,Надежда Николаевна Филатова
2016,6e098ba5,Костин Архип Филиппович,Юридический факультет,1,Обучается,2016,Уголовное право,3,Галактион Эдуардович Маслов
2016,6e098ba5,Костин Архип Филиппович,Юридический факультет,1,Обучается,2016,Теория государства и права,5,Веселов Федот Юльевич
2016,340436ed,Казаков Никита Елисеевич,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Веселов Федот Юльевич
2016,340436ed,Казаков Никита Елисеевич,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,3,Василиса Сергеевна Сергеева
2016,340436ed,Казаков Никита Елисеевич,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,2,Юрий Изотович Щербаков
2016,340436ed,Казаков Никита Елисеевич,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,2,Матвей Гертрудович Александров
2016,340436ed,Казаков Никита Елисеевич,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,4,Прасковья Леонидовна Панфилова
2016,621a09ee,Кулагина Василиса Тимофеевна,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,4,Андреев Ростислав Адрианович
2016,621a09ee,Кулагина Василиса Тимофеевна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Татьяна Евгеньевна Фролова
2016,621a09ee,Кулагина Василиса Тимофеевна,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,2,Полякова Евдокия Аркадьевна
2016,621a09ee,Кулагина Василиса Тимофеевна,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,3,Козлов Кондратий Артёмович
2016,621a09ee,Кулагина Василиса Тимофеевна,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Якуб Юлианович Исаев
2016,de9283b2,Нинель Кузьминична Алексеева,Экономический факультет,1,Обучается,2016,Макроэкономика,5,Илья Юлианович Щербаков
2016,de9283b2,Нинель Кузьминична Алексеева,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,3,Полина Сергеевна Капустина
2016,8faa09ac,Нонна Васильевна Захарова,Экономический факультет,1,Обучается,2016,Макроэкономика,2,Шашкова Тамара Вадимовна
2016,8faa09ac,Нонна Васильевна Захарова,Экономический факультет,1,Обучается,2016,Финансы,3,Илья Юлианович Щербаков
2016,8faa09ac,Нонна Васильевна Захарова,Экономический факультет,1,Обучается,2016,Налоги,3,Ия Валентиновна Кулагина
2016,8faa09ac,Нонна Васильевна Захарова,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,3,Соболев Давыд Фокич
2016,8faa09ac,Нонна Васильевна Захарова,Экономический факультет,1,Обучается,2016,Микроэкономика,4,Филатова Октябрина Тимофеевна
2016,1a1cfb01,Лаврентьева Олимпиада Святославовна,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,4,Глафира Кузьминична Мельникова
2016,1a1cfb01,Лаврентьева Олимпиада Святославовна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,3,Натан Власович Кириллов
2016,1a1cfb01,Лаврентьева Олимпиада Святославовна,Факультет информационных технологий,1,Обучается,2016,Базы данных,4,Александра Даниловна Федотова
2016,1a1cfb01,Лаврентьева Олимпиада Святославовна,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,5,Филатова Октябрина Тимофеевна
2016,cec1b9b7,Сафонов Тарас Абрамович,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Изот Алексеевич Федоров
2016,cec1b9b7,Сафонов Тарас Абрамович,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Калашников Авксентий Бориславович
2016,cec1b9b7,Сафонов Тарас Абрамович,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,4,Козлов Кондратий Артёмович
2016,cec1b9b7,Сафонов Тарас Абрамович,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,4,Прохорова Анжелика Васильевна
2016,4afae11a,Данилова Олимпиада Никифоровна,Медицинский факультет,1,Обучается,2016,Фармакология,3,Прохорова Анжелика Васильевна
2016,4afae11a,Данилова Олимпиада Никифоровна,Медицинский факультет,1,Обучается,2016,Анатомия,5,Онуфрий Антонович Агафонов
2016,4afae11a,Данилова Олимпиада Никифоровна,Медицинский факультет,1,Обучается,2016,Хирургия,4,Юрий Изотович Щербаков
2016,4afae11a,Данилова Олимпиада Никифоровна,Медицинский факультет,1,Обучается,2016,Латинский язык,5,Василиса Сергеевна Сергеева
2016,98ab1db6,Фёкла Анатольевна Рогова,Факультет информационных технологий,1,Обучается,2016,Базы данных,4,Василиса Сергеевна Сергеева
2016,98ab1db6,Фёкла Анатольевна Рогова,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Жданов Боян Даниилович
2016,91061e3c,Мартынова Евфросиния Владиславовна,Юридический факультет,1,Обучается,2016,Криминалистика,5,Василиса Сергеевна Сергеева
2016,91061e3c,Мартынова Евфросиния Владиславовна,Юридический факультет,1,Обучается,2016,Теория государства и права,3,Прохорова Анжелика Васильевна
2016,91061e3c,Мартынова Евфросиния Владиславовна,Юридический факультет,1,Обучается,2016,Гражданское право,4,Анжелика Захаровна Молчанова
2016,91061e3c,Мартынова Евфросиния Владиславовна,Юридический факультет,1,Обучается,2016,Уголовное право,3,Ульяна Станиславовна Белякова
2016,f8a33cbb,Зуев Ратмир Харлампьевич,Юридический факультет,1,Обучается,2016,Криминалистика,3,Ульяна Станиславовна Белякова
2016,f8a33cbb,Зуев Ратмир Харлампьевич,Юридический факультет,1,Обучается,2016,Гражданское право,4,Якуб Юлианович Исаев
2016,f8a33cbb,Зуев Ратмир Харлампьевич,Юридический факультет,1,Обучается,2016,Теория государства и права,5,Борисова Таисия Юрьевна
2016,f8a33cbb,Зуев Ратмир Харлампьевич,Юридический факультет,1,Обучается,2016,Уголовное право,5,Надежда Николаевна Филатова
2016,25186f9c,Игнатов Любосмысл Жанович,Юридический факультет,1,Обучается,2016,Теория государства и права,3,Ия Валентиновна Кулагина
2016,25186f9c,Игнатов Любосмысл Жанович,Юридический факультет,1,Обучается,2016,Уголовное право,5,Надежда Николаевна Филатова
2016,25186f9c,Игнатов Любосмысл Жанович,Юридический факультет,1,Обучается,2016,Криминалистика,5,Прохорова Анжелика Васильевна
2016,940b419f,Алевтина Аскольдовна Павлова,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,4,Ульяна Станиславовна Белякова
2016,940b419f,Алевтина Аскольдовна Павлова,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,5,Чернов Виталий Ярославович
2016,940b419f,Алевтина Аскольдовна Павлова,Факультет информационных технологий,1,Обучается,2016,Базы данных,4,Матвей Гертрудович Александров
2016,940b419f,Алевтина Аскольдовна Павлова,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,3,Филатова Октябрина Тимофеевна
2016,940b419f,Алевтина Аскольдовна Павлова,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,5,Галактион Эдуардович Маслов
2016,0bd50483,Ким Виленович Большаков,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,2,Соболев Давыд Фокич
2016,0bd50483,Ким Виленович Большаков,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,4,Чернов Виталий Ярославович
2016,0bd50483,Ким Виленович Большаков,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,3,Натан Власович Кириллов
2016,0bd50483,Ким Виленович Большаков,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,5,Борисова Таисия Юрьевна
2016,0bd50483,Ким Виленович Большаков,Факультет информационных технологий,1,Обучается,2016,Базы данных,3,Калашников Авксентий Бориславович
2016,11f68205,Прасковья Филипповна Якушева,Экономический факультет,1,Обучается,2016,Финансы,5,Юрий Изотович Щербаков
2016,11f68205,Прасковья Филипповна Якушева,Экономический факультет,1,Обучается,2016,Макроэкономика,2,Яков Изотович Муравьев
2016,e4530dbd,Ия Борисовна Панова,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,5,Анжелика Захаровна Молчанова
2016,e4530dbd,Ия Борисовна Панова,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,5,Борисова Таисия Юрьевна
2016,e4530dbd,Ия Борисовна Панова,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,5,Натан Власович Кириллов
2016,e4530dbd,Ия Борисовна Панова,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Жданов Боян Даниилович
2016,e4530dbd,Ия Борисовна Панова,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,2,Надежда Николаевна Филатова
2016,b003b250,Агафон Андреевич Васильев,Экономический факультет,1,Обучается,2016,Микроэкономика,4,Оксана Анатольевна Назарова
2016,b003b250,Агафон Андреевич Васильев,Экономический факультет,1,Обучается,2016,Макроэкономика,4,Анжелика Захаровна Молчанова
2016,b003b250,Агафон Андреевич Васильев,Экономический факультет,1,Обучается,2016,Налоги,4,Полина Сергеевна Капустина
2016,b003b250,Агафон Андреевич Васильев,Экономический факультет,1,Обучается,2016,Финансы,5,Борисова Таисия Юрьевна
2016,b003b250,Агафон Андреевич Васильев,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,5,Анжелика Захаровна Молчанова
2016,a9f9bdb8,Щукина Марфа Матвеевна,Юридический факультет,1,Обучается,2016,Гражданское право,4,Харлампий Изотович Максимов
2016,a9f9bdb8,Щукина Марфа Матвеевна,Юридический факультет,1,Обучается,2016,Теория государства и права,3,Онуфрий Антонович Агафонов
2016,a9f9bdb8,Щукина Марфа Матвеевна,Юридический факультет,1,Обучается,2016,Криминалистика,4,Соболев Давыд Фокич
2016,cdca4969,Петр Измаилович Фадеев,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,5,Модест Харлампьевич Кабанов
2016,cdca4969,Петр Измаилович Фадеев,Экономический факультет,1,Обучается,2016,Финансы,4,Оксана Анатольевна Назарова
2016,f251a51f,Назарова Юлия Вадимовна,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,5,Богдан Гордеевич Пономарев
2016,f251a51f,Назарова Юлия Вадимовна,Факультет информационных технологий,1,Обучается,2016,Базы данных,4,Василиса Сергеевна Сергеева
2016,f251a51f,Назарова Юлия Вадимовна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,3,Модест Харлампьевич Кабанов
2016,f251a51f,Назарова Юлия Вадимовна,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,4,Надежда Николаевна Филатова
2016,54c09425,Кулагина Валентина Геннадиевна,Экономический факультет,1,Обучается,2016,Налоги,5,Татьяна Евгеньевна Фролова
2016,54c09425,Кулагина Валентина Геннадиевна,Экономический факультет,1,Обучается,2016,Микроэкономика,3,Никифоров Герман Валерьевич
2016,54c09425,Кулагина Валентина Геннадиевна,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,4,Ия Валентиновна Кулагина
2016,6e93ddf9,Власова Майя Рубеновна,Медицинский факультет,1,Обучается,2016,Биохимия,5,Андреев Ростислав Адрианович
2016,6e93ddf9,Власова Майя Рубеновна,Медицинский факультет,1,Обучается,2016,Фармакология,3,Ульяна Станиславовна Белякова
2016,6e93ddf9,Власова Майя Рубеновна,Медицинский факультет,1,Обучается,2016,Анатомия,5,Регина Болеславовна Казакова
2016,6e93ddf9,Власова Майя Рубеновна,Медицинский факультет,1,Обучается,2016,Хирургия,5,Онуфрий Антонович Агафонов
2016,548b22c9,Милован Ааронович Капустин,Экономический факультет,1,Обучается,2016,Микроэкономика,5,Прохорова Анжелика Васильевна
2016,548b22c9,Милован Ааронович Капустин,Экономический факультет,1,Обучается,2016,Налоги,5,Носков Азарий Эдгарович
2016,548b22c9,Милован Ааронович Капустин,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,4,Авксентий Вилорович Киселев
2016,6868941c,Галкин Исидор Трифонович,Экономический факультет,1,Обучается,2016,Налоги,5,Нестор Устинович Ермаков
2016,6868941c,Галкин Исидор Трифонович,Экономический факультет,1,Обучается,2016,Финансы,4,Жданов Боян Даниилович
2016,6868941c,Галкин Исидор Трифонович,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,4,Соболев Давыд Фокич
2016,4f7365fd,Нинель Эдуардовна Прохорова,Медицинский факультет,1,Обучается,2016,Фармакология,5,Анжелика Захаровна Молчанова
2016,4f7365fd,Нинель Эдуардовна Прохорова,Медицинский факультет,1,Обучается,2016,Хирургия,5,Анжелика Захаровна Молчанова
2016,dca0556e,Василиса Филипповна Тихонова,Юридический факультет,1,Обучается,2016,Теория государства и права,4,Натан Власович Кириллов
2016,dca0556e,Василиса Филипповна Тихонова,Юридический факультет,1,Обучается,2016,Гражданское право,4,Прохорова Анжелика Васильевна
2016,6d685a91,Ситников Август Георгиевич,Юридический факультет,1,Обучается,2016,Теория государства и права,5,Матвей Гертрудович Александров
2016,6d685a91,Ситников Август Георгиевич,Юридический факультет,1,Обучается,2016,Криминалистика,4,Нестор Устинович Ермаков
2016,6d685a91,Ситников Август Георгиевич,Юридический факультет,1,Обучается,2016,Гражданское право,4,Галактион Эдуардович Маслов
2016,6d685a91,Ситников Август Георгиевич,Юридический факультет,1,Обучается,2016,Уголовное право,5,Матвей Гертрудович Александров
2016,fcd57eb4,Журавлева Прасковья Федоровна,Юридический факультет,1,Обучается,2016,Уголовное право,4,Носков Азарий Эдгарович
2016,fcd57eb4,Журавлева Прасковья Федоровна,Юридический факультет,1,Обучается,2016,Теория государства и права,3,Якуб Юлианович Исаев
2016,ead6686e,Севастьян Федосьевич Блохин,Медицинский факультет,1,Обучается,2016,Хирургия,4,Юрий Изотович Щербаков
2016,ead6686e,Севастьян Федосьевич Блохин,Медицинский факультет,1,Обучается,2016,Биохимия,4,Борисова Таисия Юрьевна
2016,ead6686e,Севастьян Федосьевич Блохин,Медицинский факультет,1,Обучается,2016,Латинский язык,5,Харлампий Изотович Максимов
2016,db3c78d0,Влас Филимонович Копылов,Юридический факультет,1,Обучается,2016,Теория государства и права,3,Игнатова Василиса Семеновна
2016,db3c78d0,Влас Филимонович Копылов,Юридический факультет,1,Обучается,2016,Уголовное право,4,Нестор Устинович Ермаков
2016,be67d136,г-жа Лыткина Светлана Тимуровна,Экономический факультет,1,Обучается,2016,Финансы,4,Калашников Авксентий Бориславович
2016,be67d136,г-жа Лыткина Светлана Тимуровна,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,4,Модест Харлампьевич Кабанов
2016,be67d136,г-жа Лыткина Светлана Тимуровна,Экономический факультет,1,Обучается,2016,Макроэкономика,2,Полякова Евдокия Аркадьевна
2016,cd81c468,Стрелкова Анжелика Архиповна,Факультет информационных технологий,1,Обучается,2016,Машинное обучение,4,Илья Юлианович Щербаков
2016,cd81c468,Стрелкова Анжелика Архиповна,Факультет информационных технологий,1,Обучается,2016,Алгоритмы и структуры данных,4,Полина Сергеевна Капустина
2016,cd81c468,Стрелкова Анжелика Архиповна,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,3,Илья Юлианович Щербаков
2016,cd81c468,Стрелкова Анжелика Архиповна,Факультет информационных технологий,1,Обучается,2016,Базы данных,5,Ульяна Станиславовна Белякова
2016,282d8c0b,Кирилл Борисович Веселов,Факультет информационных технологий,1,Обучается,2016,Базы данных,2,Авксентий Вилорович Киселев
2016,282d8c0b,Кирилл Борисович Веселов,Факультет информационных технологий,1,Обучается,2016,Архитектура ЭВМ,4,Козлов Кондратий Артёмович
2016,f069f005,Яковлев Аполлинарий Валерьянович,Экономический факультет,1,Обучается,2016,Бухгалтерский учет,4,Некрасов Рубен Арсенович
2016,f069f005,Яковлев Аполлинарий Валерьянович,Экономический факультет,1,Обучается,2016,Финансы,5,Козлов Кондратий Артёмович
2016,f069f005,Яковлев Аполлинарий Валерьянович,Экономический факультет,1,Обучается,2016,Микроэкономика,4,Якуб Юлианович Исаев
2016,f069f005,Яковлев Аполлинарий Валерьянович,Экономический факультет,1,Обучается,2016,Налоги,4,Некрасов Рубен Арсенович
2016,a44aee38,Попов Ермил Зиновьевич,Факультет информационных технологий,1,Обучается,2016,Базы данных,3,Регина Болеславовна Казакова
2016,a44aee38,Попов Ермил Зиновьевич,Факультет информационных технологий,1,Обучается,2016,Разработка на Go,5,Никифоров Герман Валерьевич
